order_id,order_date,category,channel,quantity,revenue,cogs
NR-6934,2025-11-10,Electronics,Marketplace,2,525.61,312.68
NR-6070,2025-06-24,Outdoor,Marketplace,1,109.07,52.62
NR-6215,2025-07-22,Apparel,Web,2,96.82,47.92
NR-6397,2025-08-27,Apparel,Retail Store,1,49.79,23.72
NR-5259,2025-02-24,Apparel,Retail Store,3,143.99,68.44
NR-7408,2026-01-16,Apparel,Retail Store,1,49.68,23.8
NR-8064,2026-04-10,Apparel,Web,1,55.52,27.53
NR-8374,2026-05-20,Outdoor,Web,3,339.98,173.7
NR-8537,2026-06-02,Beauty,Retail Store,3,112.65,43.64
NR-5708,2025-04-14,Beauty,Web,2,68.35,27.01
NR-8057,2026-04-08,Apparel,Web,2,108.21,50.45
NR-5661,2025-04-16,Apparel,Web,2,99.24,51.53
NR-6356,2025-08-16,Home Goods,Retail Store,2,151.38,82.02
NR-5963,2025-06-13,Home Goods,Marketplace,3,204.64,112.35
NR-5934,2025-06-02,Electronics,Retail Store,1,262.7,138.64
NR-7730,2026-02-23,Outdoor,Web,3,307.53,147.16
NR-7606,2026-02-04,Home Goods,Web,3,173.93,88.12
NR-8172,2026-04-23,Outdoor,Web,1,86.64,44.19
NR-5098,2025-01-09,Apparel,Marketplace,3,152.47,78.27
NR-6816,2025-10-07,Beauty,Retail Store,3,96.69,36.25
NR-5042,2025-01-02,Home Goods,Retail Store,3,178.3,90.03
NR-7859,2026-03-08,Apparel,Web,1,44.95,20.6
NR-6673,2025-09-21,Outdoor,Web,3,253.89,120.61
NR-6887,2025-10-20,Outdoor,Retail Store,3,293.72,147.11
NR-6929,2025-11-11,Electronics,Marketplace,2,497.19,295.99
NR-6283,2025-07-05,Outdoor,Marketplace,2,202.8,100.78
NR-6408,2025-08-23,Apparel,Web,3,128.71,59.34
NR-5316,2025-02-23,Beauty,Web,3,91.45,36.89
NR-7788,2026-03-15,Home Goods,Marketplace,3,204.83,104.15
NR-6382,2025-08-08,Apparel,Retail Store,2,87.98,40.23
NR-6196,2025-07-19,Apparel,Retail Store,2,100.23,50.36
NR-6335,2025-08-27,Home Goods,Web,1,62.96,34.32
NR-5968,2025-06-01,Home Goods,Web,2,128.85,67.61
NR-5123,2025-01-23,Beauty,Web,2,72.95,28.73
NR-7989,2026-04-26,Electronics,Marketplace,3,704.42,519.02
NR-6672,2025-09-14,Outdoor,Retail Store,3,319.82,159.75
NR-5362,2025-02-01,Outdoor,Retail Store,2,192.17,98.66
NR-6525,2025-09-09,Electronics,Marketplace,2,491.96,287.59
NR-8151,2026-04-01,Outdoor,Web,2,213.06,107.99
NR-7152,2025-12-11,Electronics,Web,1,248.63,148.07
NR-7374,2026-01-06,Home Goods,Web,1,67.24,33.73
NR-6733,2025-10-21,Home Goods,Retail Store,2,125.08,63.56
NR-8264,2026-05-18,Home Goods,Web,3,178.68,94.36
NR-8107,2026-04-07,BEAUTY,Retail Store,1,36.61,14.7
NR-7561,2026-02-10,Electronics,Web,1,232.93,155.88
NR-7073,2025-11-21,Outdoor,Marketplace,3,336.24,178.38
NR-7910,2026-03-13,Beauty,Retail Store,3,85.38,34.54
NR-8284,2026-05-17,Apparel,Web,3,164.39,81.78
NR-5184,2025-01-24,Outdoor,Retail Store,2,162.35,79.05
NR-6323,2025-08-12,Electronics,Web,2,420.28,236.86
NR-6632,2025-09-15,Beauty,Marketplace,2,75.45,30.57
NR-6371,2025-08-08,Home Goods,Web,3,218.8,113.73
NR-7312,2025-12-01,Outdoor,Retail Store,2,216.82,108.52
NR-7986,2026-04-27,Electronics,Retail Store,2,435.38,316.82
NR-6975,2025-11-14,Home Goods,Retail Store,3,188.04,95.43
NR-7303,2025-12-22,Outdoor,Web,2,176.82,89.51
NR-6643,2025-09-11,Beauty,Marketplace,3,95.27,38.4
NR-7166,2025-12-15,Home Goods,Web,2,120.68,62.93
NR-7964,2026-04-14,Electronics,Web,3,765.15,563.25
NR-6901,2025-11-21,Electronics,Marketplace,3,586.13,350.57
NR-5118,2025-01-12,Beauty,Web,1,30.48,12.63
NR-6502,2025-09-18,Electronics,Web,3,670.03,366.15
NR-5949,2025-06-15,Home Goods,Web,2,113.85,62.83
NR-5062,2025-01-09,Home Goods,Web,1,60.88,30.88
NR-7224,2025-12-23,Apparel,Web,2,103.43,50.04
NR-6460,2025-08-20,Outdoor,Retail Store,2,165.0,82.79
NR-5402,2025-03-18,Electronics,Web,2,377.06,208.54
NR-6575,2025-09-03,Apparel,Web,3,136.89,64.44
NR-8401,2026-05-06,Outdoor,Web,1,109.47,52.77
NR-7821,2026-03-26,Home Goods,Web,1,61.2,31.64
NR-6842,2025-10-27,Beauty,Retail Store,1,29.38,11.61
NR-7775,2026-03-22,Electronics,Retail Store,1,227.11,162.77
NR-7063,2025-11-18,Beauty,Web,2,71.67,28.54
NR-5676,2025-04-06,Apparel,Web,1,45.46,22.59
NR-6958,2025-11-16,Home Goods,Web,2,131.36,69.53
NR-7295,2025-12-09,Outdoor,Web,1,102.07,50.29
NR-6852,2025-10-09,Beauty,Retail Store,1,28.25,11.62
NR-5136,2025-01-05,Beauty,Web,2,57.49,22.21
NR-6013,2025-06-04,Apparel,Marketplace,2,82.56,40.57
NR-5612,2025-04-26,Home Goods,Web,3,225.81,115.93
NR-7273,2025-12-12,Beauty,Retail Store,2,73.69,28.25
NR-8289,2026-05-27,Apparel,Web,2,85.62,41.13
NR-8363,2026-05-24,Outdoor,Web,1,85.95,42.16
NR-5354,2025-02-14,Outdoor,Web,2,185.0,90.14
NR-7604,2026-02-24,Home Goods,Retail Store,1,57.7,30.72
NR-8365,2026-05-10,Outdoor,Web,1,104.17,53.71
NR-7537,2026-01-01,Outdoor,Retail Store,1,92.69,47.08
NR-5116,2025-01-16,Beauty,Marketplace,2,67.38,27.04
NR-8499,2026-06-05,Apparel,Web,3,167.23,77.1
NR-6507,2025-09-19,Electronics,Marketplace,2,386.12,210.79
NR-5540,2025-03-10,Outdoor,Web,3,292.8,154.36
NR-5699,2025-04-04,Beauty,Marketplace,3,90.36,36.62
NR-5787,2025-05-11,Home Goods,Retail Store,2,139.99,70.21
NR-8442,2026-06-10,Electronics,Web,3,645.34,494.12
NR-5210,2025-02-27,Electronics,Web,1,202.42,108.81
NR-7810,2026-03-24,Home Goods,Retail Store,1,73.45,37.48
NR-6638,2025-09-24,Beauty,Marketplace,1,28.76,11.12
NR-5664,2025-04-09,Apparel,Web,2,91.73,46.83
NR-5011,2025-01-14,Electronics,Web,3,686.0,391.32
NR-5552,2025-03-17,Outdoor,Retail Store,1,94.21,46.58
NR-7460,2026-01-22,Beauty,Web,1,33.77,14.33
NR-7341,2026-01-09,Electronics,Web,1,245.41,166.9
NR-7340,2026-01-22,Electronics,Retail Store,2,485.68,333.22
NR-5369,2025-03-18,Electronics,Web,2,478.14,263.85
NR-6232,2025-07-11,Beauty,Marketplace,3,85.36,33.71
NR-8436,2026-06-17,Electronics,Retail Store,2,526.56,400.51
NR-7097,2025-11-03,Outdoor,Retail Store,3,245.5,126.4
NR-6290,2025-07-02,Outdoor,Web,1,81.98,42.55
NR-6263,2025-07-07,Outdoor,,3,271.07,130.93
NR-7257,2025-12-20,Beauty,Web,1,37.0,14.97
NR-8008,2026-04-22,Home Goods,Marketplace,2,113.79,62.32
NR-7483,2026-01-19,Beauty,Marketplace,1,36.68,14.12
NR-8096,2026-04-11,Beauty,Marketplace,3,102.34,41.97
NR-7877,2026-03-02,Apparel,Web,1,49.65,23.41
NR-7472,2026-01-02,Beauty,Marketplace,1,30.96,12.37
NR-6906,2025-11-06,Electronics,Retail Store,2,429.66,266.43
NR-6346,2025-08-22,Home Goods,Web,1,75.71,39.1
NR-7873,2026-03-20,Apparel,Web,3,127.91,59.66
NR-6597,2025-09-06,Apparel,Web,3,154.44,68.55
NR-5315,2025-02-07,Beauty,Web,1,30.35,11.42
NR-7938,2026-03-07,Outdoor,Web,2,219.38,109.0
NR-5965,2025-06-01,Home Goods,Web,3,167.39,89.14
NR-5576,2025-04-05,Electronics,Web,3,711.54,397.73
NR-6750,2025-10-03,Home Goods,Web,1,69.99,36.13
NR-5839,2025-05-15,Apparel,Marketplace,2,90.71,43.57
NR-5282,2025-02-24,Apparel,Web,2,97.13,47.14
NR-8439,2026-06-13,Electronics,Marketplace,2,483.37,375.24
NR-6568,2025-09-27,Home Goods,Web,1,63.07,32.17
NR-8312,2026-05-26,Beauty,Web,3,85.67,33.5
NR-5969,2025-06-05,Home Goods,Web,1,63.38,32.94
NR-7146,2025-12-11,Electronics,Web,2,506.09,309.34
NR-6646,2025-09-12,Beauty,Web,3,110.41,43.69
NR-5351,2025-02-06,Outdoor,Retail Store,2,226.94,114.15
NR-5830,2025-05-25,Apparel,Web,1,52.8,25.46
NR-7351,2026-01-01,Electronics,Web,2,401.49,276.86
NR-6655,2025-09-18,Outdoor,Web,1,108.02,51.83
NR-6274,2025-07-25,Outdoor,Marketplace,1,112.88,55.41
NR-6254,2025-07-23,Beauty,Web,2,68.38,28.38
NR-6847,2025-10-15,Beauty,Web,2,75.42,30.23
NR-8083,2026-04-21,Apparel,Web,2,113.91,54.77
NR-5045,2025-01-01,Home Goods,Marketplace,1,56.31,27.31
NR-5277,2025-02-24,Apparel,Marketplace,1,54.02,24.81
NR-8294,2026-05-11,Apparel,Retail Store,2,100.71,49.68
NR-8283,2026-05-24,Apparel,Web,3,139.9,66.05
NR-7805,2026-03-16,Home Goods,Retail Store,2,152.6,78.91
NR-6777,2025-10-25,Apparel,Web,3,134.79,60.78
NR-5707,2025-04-17,Beauty,Web,1,29.64,11.63
NR-5954,2025-06-15,Home Goods,Retail Store,2,133.14,71.84
NR-8199,2026-05-06,Electronics,Web,1,260.32,204.26
NR-5995,2025-06-02,Apparel,Retail Store,1,50.16,25.02
NR-7570,2026-02-06,Electronics,Web,1,217.96,140.48
NR-6277,2025-07-03,Outdoor,Retail Store,3,284.72,143.73
NR-7440,2026-01-27,Apparel,Retail Store,1,50.95,25.07
NR-7504,2026-01-22,Outdoor,Web,2,217.22,104.81
NR-7208,2025-12-24,Apparel,Marketplace,3,127.19,56.69
NR-6272,2025-07-03,Outdoor,Web,2,204.1,106.89
NR-7171,2025-12-05,Home Goods,Web,3,206.89,113.07
NR-6718,2025-10-16,Electronics,Marketplace,1,213.95,129.39
NR-6145,2025-07-01,Home Goods,Web,2,113.09,56.37
NR-7680,2026-02-03,Beauty,Web,3,90.22,35.33
NR-5893,2025-05-22,Outdoor,Web,1,85.35,44.21
NR-7406,2026-01-27,Apparel,Web,2,86.66,40.93
NR-7165,2025-12-04,Home Goods,Web,1,68.1,36.4
NR-8062,2026-04-07,Apparel,Retail Store,3,143.86,72.47
NR-6042,2025-06-11,Beauty,Retail Store,2,75.33,27.97
NR-8603,2026-06-17,Outdoor,Retail Store,2,173.14,83.16
NR-5534,2025-03-05,Outdoor,Retail Store,3,318.33,169.36
NR-5757,2025-05-22,Electronics,Web,1,257.11,133.9
NR-6291,2025-07-18,Outdoor,Web,1,110.56,56.48
NR-7936,2026-03-24,Outdoor,Web,1,100.81,53.06
NR-6189,2025-07-21,Apparel,Web,2,109.3,55.8
NR-6113,2025-07-15,Electronics,Web,2,384.18,215.42
NR-6260,2025-07-10,Outdoor,Web,2,189.68,92.02
NR-6358,2025-08-18,Home Goods,Web,3,215.25,115.97
NR-7655,2026-02-05,Apparel,Retail Store,1,44.57,19.91
NR-6423,2025-08-06,Beauty,Web,2,60.47,24.76
NR-5504,2025-03-05,Beauty,Web,1,29.82,11.82
NR-6762,2025-10-27,Home Goods,Web,2,136.83,73.82
NR-6154,2025-07-11,Home Goods,Retail Store,1,63.72,31.41
NR-5820,2025-05-21,Apparel,Retail Store,1,42.41,19.63
NR-8629,2026-06-16,Outdoor,Web,2,191.5,97.73
NR-5822,2025-05-18,Apparel,Marketplace,1,50.33,23.27
NR-8098,2026-04-24,Beauty,Retail Store,3,109.89,42.1
NR-8367,2026-05-18,Outdoor,Web,3,302.86,151.68
NR-7186,2025-12-16,Home Goods,Retail Store,3,191.35,100.01
NR-7241,2025-12-04,Beauty,Web,2,64.62,25.14
NR-6031,2025-06-06,Beauty,Web,2,63.84,25.38
NR-6494,2025-09-23,Electronics,Marketplace,2,490.68,284.27
NR-6142,2025-07-08,Home Goods,Retail Store,2,150.54,75.86
NR-6566,2025-09-27,Home Goods,Retail Store,3,206.29,104.25
NR-7030,2025-11-10,Beauty,Marketplace,2,64.99,27.14
NR-6511,2025-09-14,Electronics,Web,3,753.39,409.6
NR-5728,2025-04-19,Outdoor,Retail Store,1,98.47,49.44
NR-6016,2025-06-05,Apparel,Web,3,170.35,82.09
NR-7089,2025-11-13,Outdoor,Web,3,320.17,169.6
NR-5746,2025-04-11,Outdoor,Marketplace,1,94.96,46.63
NR-8601,2026-06-13,Outdoor,Retail Store,3,265.09,135.8
NR-7390,2026-01-04,Home Goods,Web,1,60.56,33.13
NR-7756,2026-03-07,Electronics,Web,2,429.17,295.61
NR-7270,2025-12-21,Beauty,Web,1,37.45,14.37
NR-6512,2025-09-19,Electronics,Web,2,407.36,232.55
NR-6957,2025-11-14,Home Goods,Marketplace,2,151.34,79.81
NR-8360,2026-05-23,Outdoor,Marketplace,1,89.74,45.84
NR-6549,2025-09-23,Home Goods,Web,1,61.37,30.43
NR-6240,2025-07-04,Beauty,Retail Store,2,56.7,22.37
NR-8630,2026-06-14,Outdoor,Marketplace,3,261.63,135.71
NR-7050,2025-11-10,Beauty,Marketplace,3,107.97,43.02
NR-6061,2025-06-13,Beauty,Web,3,98.06,38.81
NR-6654,2025-09-20,Outdoor,Retail Store,3,320.27,152.92
NR-6837,2025-10-13,Beauty,Marketplace,2,76.24,29.26
NR-6430,2025-08-14,Beauty,Web,3,102.67,39.28
NR-6177,2025-07-21,Home Goods,Retail Store,3,181.57,92.07
NR-6174,2025-07-11,Home Goods,Retail Store,3,218.6,108.16
NR-7884,2026-03-22,Beauty,Marketplace,1,27.43,10.99
NR-6060,2025-06-13,Beauty,Retail Store,2,58.06,21.94
NR-5119,2025-01-11,Beauty,Web,3,96.63,38.46
NR-7384,2026-01-27,Home Goods,Web,2,143.84,74.98
NR-8399,2026-05-18,Outdoor,Web,1,92.09,48.38
NR-5436,2025-03-09,Home Goods,Retail Store,3,220.14,117.75
NR-6447,2025-08-15,Beauty,Marketplace,1,33.3,13.32
NR-7481,2026-01-26,Beauty,Retail Store,2,69.67,27.78
NR-5458,2025-03-02,Apparel,Marketplace,1,57.04,28.68
NR-7039,2025-11-24,Beauty,Retail Store,1,32.91,12.91
NR-6217,2025-07-05,Apparel,Retail Store,3,137.9,65.7
NR-5253,2025-02-25,Home Goods,Retail Store,2,124.58,62.74
NR-5718,2025-04-02,Outdoor,Web,2,189.23,88.96
NR-8585,2026-06-08,Beauty,Retail Store,1,34.66,14.56
NR-5212,2025-02-19,Electronics,Web,1,233.3,126.04
NR-8392,2026-05-06,Outdoor,Web,2,164.04,79.82
NR-8078,2026-04-22,Apparel,Web,1,42.23,20.01
NR-5235,2025-02-13,Home Goods,Retail Store,1,59.67,31.81
NR-7658,2026-02-03,Apparel,Retail Store,1,44.01,19.76
NR-5785,2025-05-06,Home Goods,Web,3,184.18,97.34
NR-6605,2025-09-19,Apparel,Web,3,161.78,76.74
NR-7622,2026-02-10,Home Goods,Web,1,76.44,39.99
NR-7890,2026-03-01,Beauty,Retail Store,1,35.8,14.05
NR-7794,2026-03-08,Home Goods,Web,1,75.98,36.63
NR-8290,2026-05-13,Apparel,Web,1,41.63,19.54
NR-5145,2025-01-19,Beauty,Retail Store,3,103.98,41.34
NR-8203,2026-05-17,Electronics,Web,1,208.19,162.88
NR-8550,2026-06-26,Beauty,Web,2,58.46,24.64
NR-6824,2025-10-02,Beauty,Marketplace,3,81.79,31.58
NR-8504,2026-06-20,Apparel,Retail Store,3,169.91,84.37
NR-6027,2025-06-19,Beauty,Web,1,36.68,14.63
NR-5209,2025-02-27,Electronics,Retail Store,2,386.32,205.88
NR-7432,2026-01-25,Apparel,Marketplace,2,87.77,42.66
NR-7904,2026-03-21,Beauty,Retail Store,2,56.48,21.24
NR-7321,2026-01-23,Electronics,Web,3,674.58,453.15
NR-6765,2025-10-26,Home Goods,Web,2,146.22,75.62
NR-5993,2025-06-24,Apparel,Marketplace,3,137.48,66.41
NR-7891,2026-03-05,Beauty,Retail Store,3,85.09,31.76
NR-5349,2025-02-05,Outdoor,Web,3,274.85,138.02
NR-5931,2025-06-23,Electronics,Marketplace,1,259.45,141.36
NR-5862,2025-05-24,Beauty,Web,2,54.8,21.39
NR-6492,2025-09-11,Electronics,Retail Store,1,258.6,147.89
NR-5628,2025-04-03,Home Goods,Retail Store,3,180.24,88.91
NR-7235,2025-12-12,Beauty,Retail Store,2,69.99,26.76
NR-8371,2026-05-02,Outdoor,Web,1,97.17,47.24
NR-5624,2025-04-25,Home Goods,Marketplace,2,139.08,67.29
NR-5013,2025-01-23,Electronics,Web,2,397.13,215.79
NR-7034,2025-11-21,Beauty,Web,3,84.21,33.17
NR-6022,2025-06-19,Apparel,Web,2,85.6,41.92
NR-6489,2025-08-08,Outdoor,Marketplace,2,194.89,95.93
NR-8379,2026-05-27,Outdoor,Retail Store,3,254.38,130.16
NR-8383,2026-05-26,Outdoor,Retail Store,1,81.68,40.43
NR-8557,2026-06-16,Beauty,Web,1,32.0,13.15
NR-8165,2026-04-22,Outdoor,Retail Store,1,88.48,46.86
NR-5161,2025-01-13,Outdoor,Web,2,218.68,107.87
NR-8075,2026-04-15,Apparel,Web,2,105.59,53.37
NR-5836,2025-05-24,Apparel,Web,3,162.1,75.33
NR-5826,2025-05-01,Apparel,Retail Store,1,56.78,26.92
NR-7248,2025-12-02,Beauty,Marketplace,3,112.82,41.95
NR-6890,2025-10-17,Outdoor,Marketplace,1,100.31,51.09
NR-7652,2026-02-09,Apparel,Retail Store,2,87.18,38.84
NR-6859,2025-10-21,Outdoor,Web,3,279.24,144.41
NR-5529,2025-03-13,Outdoor,Retail Store,3,279.65,148.31
NR-7704,2026-02-25,Beauty,Web,2,62.25,25.58
NR-6680,2025-09-18,Outdoor,Retail Store,3,339.29,176.75
NR-8119,2026-04-01,Beauty,Marketplace,1,36.86,13.83
NR-7592,2026-02-01,Home Goods,Marketplace,1,67.4,33.01
NR-7251,2025-12-24,Beauty,Retail Store,3,84.39,32.92
NR-7371,2026-01-24,Home Goods,Retail Store,2,118.71,59.1
NR-6879,2025-10-22,Outdoor,Retail Store,3,339.88,178.82
NR-6014,2025-06-08,Apparel,Web,2,98.8,45.87
NR-8602,2026-06-04,Outdoor,Web,3,286.83,141.98
NR-5213,2025-02-01,Electronics,Web,2,374.66,206.82
NR-5745,2025-04-24,Outdoor,Web,1,90.87,42.87
NR-5723,2025-04-05,Outdoor,Retail Store,3,297.38,150.41
NR-7671,2026-02-05,Beauty,Web,2,57.3,22.31
NR-5832,2025-05-10,Apparel,Web,1,55.09,26.97
NR-8346,2026-05-25,Beauty,Marketplace,3,106.44,41.11
NR-6616,2025-09-25,Beauty,Web,3,104.11,42.26
NR-6826,2025-10-24,Beauty,Retail Store,3,83.57,32.7
NR-5322,2025-02-22,Beauty,Web,1,36.06,14.29
NR-8138,2026-04-12,Outdoor,Web,2,169.82,87.51
NR-6794,2025-10-15,Apparel,Retail Store,2,93.71,46.02
NR-8416,2026-06-19,Electronics,Retail Store,1,188.21,140.67
NR-7033,2025-11-22,beauty,Marketplace,3,102.38,43.52
NR-6621,2025-09-19,Beauty,Retail Store,2,71.24,27.74
NR-7640,2026-02-22,Apparel,Web,1,53.8,25.34
NR-7150,2025-12-08,Electronics,Web,2,496.08,307.7
NR-5238,2025-02-08,Home Goods,Web,3,200.13,103.46
NR-7843,2026-03-22,Apparel,Web,3,130.52,62.56
NR-5788,2025-05-22,Home Goods,Web,2,147.18,74.46
NR-7817,2026-03-04,Home Goods,Web,2,154.29,75.19
NR-6052,2025-06-15,Beauty,Web,3,90.88,35.46
NR-7348,2026-01-06,Electronics,Retail Store,2,404.46,254.9
NR-5335,2025-02-20,Outdoor,Web,2,179.81,94.76
NR-7356,2026-01-20,Electronics,Web,2,463.08,321.52
NR-7563,2026-02-23,Electronics,Web,2,379.7,243.31
NR-6417,2025-08-15,Apparel,Retail Store,1,51.39,23.71
NR-5827,2025-05-07,Apparel,Web,3,162.47,78.31
NR-6701,2025-10-26,Electronics,Web,2,452.69,276.08
NR-5702,2025-04-27,Beauty,Marketplace,1,37.8,15.84
NR-6381,2025-08-17,Apparel,Web,1,53.39,24.16
NR-6822,2025-10-27,Beauty,Web,2,59.05,24.21
NR-8583,2026-06-09,Beauty,Retail Store,3,105.07,42.17
NR-7313,2025-12-17,Outdoor,Web,1,101.74,50.24
NR-5107,2025-01-13,Apparel,Marketplace,3,124.4,61.99
NR-6754,2025-10-03,Home Goods,Web,3,192.31,94.87
NR-7706,2026-02-02,Beauty,Web,2,71.84,28.57
NR-5939,2025-06-13,Electronics,Web,2,401.57,213.58
NR-8334,2026-05-14,Beauty,Web,1,36.55,14.76
NR-6231,2025-07-12,Beauty,Web,1,34.15,14.05
NR-7851,2026-03-04,Apparel,Web,1,50.87,25.13
NR-7479,2026-01-06,Beauty,Web,1,35.0,14.63
NR-5454,2025-03-23,Apparel,Web,3,145.73,69.15
NR-8010,2026-04-21,Home Goods,Marketplace,3,171.58,86.29
NR-5574,2025-04-05,Electronics,Retail Store,2,456.08,264.14
NR-5384,2025-03-24,Electronics,Web,1,188.89,99.89
NR-7610,2026-02-20,Home Goods,Web,1,74.95,36.59
NR-6866,2025-10-12,Outdoor,Retail Store,2,208.88,107.79
NR-7893,2026-03-07,Beauty,Web,1,31.06,12.67
NR-6404,2025-08-13,Apparel,Web,1,47.56,22.02
NR-5636,2025-04-13,Home Goods,Web,2,133.84,68.17
NR-5655,2025-04-14,Apparel,Web,2,94.04,48.98
NR-5810,2025-05-18,Home Goods,Web,2,123.59,60.7
NR-6691,2025-09-04,Outdoor,Marketplace,3,301.35,143.58
NR-8447,2026-06-06,Home Goods,Marketplace,1,75.18,40.2
NR-6208,2025-07-18,Apparel,Retail Store,3,126.0,60.99
NR-7386,2026-01-01,Home Goods,Retail Store,2,150.17,79.66
NR-8397,2026-05-13,Outdoor,Marketplace,2,224.05,113.31
NR-5777,2025-05-07,Electronics,Web,1,238.74,124.39
NR-6082,2025-06-04,Outdoor,Web,3,267.72,136.57
NR-5616,2025-04-17,Home Goods,Retail Store,3,221.15,113.76
NR-6937,2025-11-15,Electronics,Web,1,245.15,146.56
NR-7741,2026-02-15,Outdoor,Marketplace,1,97.91,50.49
NR-5400,2025-03-20,Electronics,Retail Store,3,715.54,372.92
NR-6172,2025-07-20,Home Goods,Marketplace,3,177.68,87.57
NR-5642,2025-04-21,Apparel,Retail Store,3,163.26,85.39
NR-7703,2026-02-16,Beauty,Marketplace,2,67.87,27.42
NR-7133,2025-12-04,Electronics,Marketplace,3,725.21,476.18
NR-5379,2025-03-07,Electronics,Web,3,579.64,299.15
NR-7305,2025-12-26,Outdoor,Retail Store,1,94.74,45.98
NR-6121,2025-07-03,Electronics,Web,3,563.94,317.66
NR-6259,2025-07-10,Outdoor,Retail Store,3,259.64,131.58
NR-7620,2026-02-18,Home Goods,Web,2,153.61,81.8
NR-7820,2026-03-02,Home Goods,Marketplace,3,193.05,92.34
NR-7199,2025-12-05,Apparel,Web,2,84.3,40.96
NR-7001,2025-11-20,Apparel,Marketplace,1,57.51,28.64
NR-6229,2025-07-20,Beauty,Web,3,98.07,39.52
NR-8253,2026-05-07,Home Goods,Marketplace,2,126.24,67.7
NR-7705,2026-02-06,Beauty,Retail Store,2,63.71,26.48
NR-5756,2025-05-19,Electronics,Web,2,483.77,270.52
NR-8498,2026-06-13,Apparel,Web,2,109.17,49.59
NR-8402,2026-05-20,Outdoor,Web,2,211.91,104.8
NR-7584,2026-02-12,Home Goods,Retail Store,3,197.57,100.26
NR-7220,2025-12-26,Apparel,Marketplace,2,99.81,46.27
NR-5671,2025-04-18,Apparel,Retail Store,3,171.82,89.4
NR-7609,2026-02-25,Home Goods,Retail Store,2,136.16,70.42
NR-8471,2026-06-13,Home Goods,Retail Store,2,141.39,72.41
NR-8317,2026-05-22,Beauty,Web,1,36.44,14.49
NR-6410,2025-08-20,Apparel,Retail Store,1,41.45,19.69
NR-6326,2025-08-07,Electronics,Web,3,637.79,360.99
NR-5581,2025-04-01,Electronics,Web,3,762.77,408.03
NR-6222,2025-07-12,Beauty,Marketplace,3,89.76,34.17
NR-6739,2025-10-09,Home Goods,Retail Store,3,188.25,97.68
NR-5551,2025-03-01,Outdoor,Web,1,112.44,58.49
NR-7196,2025-12-12,Apparel,Web,3,150.12,68.29
NR-8565,2026-06-19,Beauty,Web,2,65.91,26.49
NR-8227,2026-05-22,Home Goods,Web,2,133.51,67.17
NR-7358,2026-01-14,Electronics,Web,1,204.95,135.58
NR-5040,2025-01-17,Home Goods,Retail Store,1,66.15,34.24
NR-8125,2026-04-07,Beauty,Web,3,104.51,40.94
NR-5861,2025-05-10,Beauty,Marketplace,3,84.64,34.32
NR-8135,2026-04-26,Outdoor,Web,2,202.46,108.35
NR-7474,2026-01-16,Beauty,Retail Store,2,73.87,31.06
NR-7664,2026-02-26,Apparel,Web,2,98.38,47.94
NR-5023,2025-01-01,Electronics,Web,1,244.85,132.95
NR-8297,2026-05-07,Apparel,Web,3,149.01,73.24
NR-7540,2026-01-19,Outdoor,Web,3,270.72,138.96
NR-8087,2026-04-06,Beauty,Retail Store,3,88.01,34.77
NR-6303,2025-08-07,Electronics,Marketplace,1,194.86,113.76
NR-5337,2025-02-23,Outdoor,Web,2,180.66,93.03
NR-6166,2025-07-03,Home Goods,Web,2,111.73,54.55
NR-6954,2025-11-10,Home Goods,Retail Store,1,63.49,34.06
NR-7132,2025-12-03,Electronics,Web,3,776.5,502.95
NR-8174,2026-04-15,Outdoor,Web,1,105.16,55.51
NR-5386,2025-03-13,Electronics,Web,1,251.86,132.71
NR-8176,2026-04-20,Outdoor,Web,2,170.9,88.55
NR-7554,2026-02-05,Electronics,Web,2,502.05,326.14
NR-6503,2025-09-09,Electronics,Web,1,230.59,124.09
NR-6759,2025-10-05,Home Goods,Web,2,146.65,77.44
NR-5715,2025-04-19,Outdoor,Web,1,113.85,55.3
NR-8393,2026-05-03,Outdoor,Web,2,189.87,100.11
NR-7300,2025-12-03,Outdoor,Retail Store,3,327.38,158.41
NR-6667,2025-09-16,Outdoor,Web,2,208.6,103.36
NR-6699,2025-10-18,Electronics,Web,2,419.81,235.79
NR-6756,2025-10-23,Home Goods,Retail Store,2,138.33,68.68
NR-7644,2026-02-14,Apparel,Marketplace,2,109.27,53.54
NR-6187,2025-07-25,Apparel,Marketplace,3,132.25,68.31
NR-5910,2025-05-14,Outdoor,Marketplace,2,169.23,86.98
NR-6197,2025-07-20,Apparel,Web,3,122.84,61.14
NR-5267,2025-02-02,Apparel,Web,1,49.15,23.74
NR-5489,2025-03-07,Beauty,Retail Store,3,82.22,32.1
NR-6729,2025-10-20,Electronics,Retail Store,2,476.65,290.53
NR-7105,2025-11-25,Outdoor,Web,2,216.65,113.08
NR-6245,2025-07-24,Beauty,Web,2,76.32,29.07
NR-8497,2026-06-24,Apparel,Web,1,49.57,24.63
NR-6224,2025-07-08,Beauty,Web,1,31.79,12.99
NR-7791,2026-03-20,Home Goods,Web,1,76.29,37.63
NR-7246,2025-12-22,Beauty,Retail Store,2,70.13,27.36
NR-5864,2025-05-23,Beauty,Web,1,35.53,13.81
NR-6284,2025-07-06,Outdoor,Marketplace,1,82.28,42.13
NR-6353,2025-08-06,Home Goods,Web,3,187.42,93.35
NR-5456,2025-03-18,Apparel,Web,3,160.2,75.82
